"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Order","Family","Genus","ASV","merging","region"
"547",30.2637395509311,8.10763766760766,3.29882168650483,0.0550461793050083,"Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Kangiellaceae_uncl","ASV71","PS99_MESO_BATHY","WSC"
"548",17.8881864292934,7.34980911204091,3.5359870149148,0.0917322286363505,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","ASV74","PS99_MESO_BATHY","WSC"
"549",34.8377613428999,8.31065245880578,3.41372310873449,0.0580999823016187,"Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB","ASV75","PS99_MESO_BATHY","WSC"
"550",25.0992544078295,7.83923430847863,2.02977921777627,0.00114700750792829,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","ASV77","PS99_MESO_BATHY","WSC"
"551",21.0678125599056,7.58543501192553,3.53565807538393,0.0862070134290602,"Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","ASV80","PS99_MESO_BATHY","WSC"
"552",17.4544125145084,7.31578311894285,2.1144786929184,0.00357983591735977,"Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinales_uncl","Actinomarinales_uncl","ASV88","PS99_MESO_BATHY","WSC"
"553",46.6766120199888,8.73317159377948,2.49133256915651,0.0031686775581676,"Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","ASV92","PS99_MESO_BATHY","WSC"
"554",25.6547673669165,7.86955034089114,3.5353265977605,0.0766853854306363,"Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_uncl","ASV93","PS99_MESO_BATHY","WSC"
"555",21.9221074370062,7.6442302944684,2.04409560414512,0.001483762367327,"Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","ASV96","PS99_MESO_BATHY","WSC"
"556",12.7379997044559,6.86039853666823,3.07356997821552,0.0762905814232822,"Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster","ASV99","PS99_MESO_BATHY","WSC"
"557",7.37166221328673,6.07464268864818,2.54175900897131,0.0616056717871136,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cyclobacteriaceae_uncl","ASV102","PS99_MESO_BATHY","WSC"
"558",13.3548842039625,6.92526769933713,3.24457591801146,0.0862070134290602,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","ASV108","PS99_MESO_BATHY","WSC"
"559",32.6824331595013,8.21852139789628,3.5349993378899,0.0678734220752554,"Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella","ASV114","PS99_MESO_BATHY","WSC"
"560",10.5695748535224,6.59071755173556,3.12586606016147,0.0891437665480125,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43_clade","ASV124","PS99_MESO_BATHY","WSC"
"561",18.3935992599949,4.45681715018236,1.89221741187602,0.066361267094253,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","ASV126","PS99_MESO_BATHY","WSC"
"562",14.3259269908022,7.02986601889594,3.24538914669178,0.0840419587617064,"Proteobacteria","Gammaproteobacteria","AT-s2-59","AT-s2-59_uncl","AT-s2-59_uncl","ASV127","PS99_MESO_BATHY","WSC"
"563",15.8874554002313,7.17885039012507,3.53626160386817,0.0977761444353568,"Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","ASV128","PS99_MESO_BATHY","WSC"
"564",9.02969713432746,6.36526244290002,2.9841190395079,0.0862070134290602,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","ASV133","PS99_MESO_BATHY","WSC"
"565",22.6851519435986,7.69295356571379,1.79830190695824,0.000312408293989018,"Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinales_uncl","Actinomarinales_uncl","ASV137","PS99_MESO_BATHY","WSC"
"566",19.5632542408777,7.47881567163917,3.21989478117486,0.0678734220752554,"Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib","ASV140","PS99_MESO_BATHY","WSC"
"568",90.0094419148988,2.5077499463385,1.24348764639276,0.098024631993826,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27","ASV144","PS99_MESO_BATHY","WSC"
"571",124.653458845899,10.1494273094287,2.09019777071237,2.93608332498902e-05,"Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","ASV167","PS99_MESO_BATHY","WSC"
"572",243.769932526118,4.72177417211999,1.63272084456124,0.0187424475642899,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Marimicrobium","ASV168","PS99_MESO_BATHY","WSC"
"573",21.1013992910434,4.37206695979715,1.86329345046677,0.0671166498595068,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae_uncl","ASV171","PS99_MESO_BATHY","WSC"
"574",35.3808451125578,21.7252683485317,3.53490819129958,8.95176569938494e-08,"Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II_uncl","ASV175","PS99_MESO_BATHY","WSC"
"575",15.0381794987922,7.09973995460429,3.20638625424202,0.0774099113747359,"Proteobacteria","Gammaproteobacteria","EPR3968-O8a-Bc78","EPR3968-O8a-Bc78_uncl","EPR3968-O8a-Bc78_uncl","ASV177","PS99_MESO_BATHY","WSC"
"576",11.9930636107098,6.77371053637698,3.04222848344786,0.0766853854306363,"Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccales_uncl","Defluviicoccales_uncl","ASV178","PS99_MESO_BATHY","WSC"
"578",14.9683693449993,7.09209519569984,3.53641388253962,0.0989157975017292,"Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","ASV189","PS99_MESO_BATHY","WSC"
"579",16.2136700567934,7.20812842899522,3.18742830105767,0.0761797726747668,"Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccales_uncl","Defluviicoccales_uncl","ASV196","PS99_MESO_BATHY","WSC"
"580",9.88012027031023,6.49239776673922,3.12879312311898,0.0917322286363505,"Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniellaceae_uncl","ASV210","PS99_MESO_BATHY","WSC"
"581",24.0707164583985,7.77761082111468,3.42543509844569,0.0749839154063145,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","ASV214","PS99_MESO_BATHY","WSC"
"582",11.3969765091076,6.70245267821411,2.33951790738555,0.0200735516091695,"Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniellaceae_uncl","ASV217","PS99_MESO_BATHY","WSC"
"585",16.3254212687385,7.21833456753468,2.19365695159538,0.00586412981440053,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira","ASV226","PS99_MESO_BATHY","WSC"
"586",149.323884635078,2.07416784848691,0.921251092769331,0.0761797726747668,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens","ASV234","PS99_MESO_BATHY","WSC"
"587",35.0504631969796,8.3194124447489,3.45157789599919,0.0597822824839796,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Milano-WF1B-03","ASV238","PS99_MESO_BATHY","WSC"
"589",11.7338286463949,6.74248440018095,3.14951248719603,0.0862070134290602,"Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group_uncl","BD2-11_terrestrial_group_uncl","BD2-11_terrestrial_group_uncl","ASV245","PS99_MESO_BATHY","WSC"
"590",10.5394759457946,6.58776843222852,3.15203985691839,0.0914536263240149,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","ASV256","PS99_MESO_BATHY","WSC"
"591",82.3853514446707,3.76371490018766,1.32896191349589,0.0216035342923133,"RCP2-54","RCP2-54_uncl","RCP2-54_uncl","RCP2-54_uncl","RCP2-54_uncl","ASV259","PS99_MESO_BATHY","WSC"
"592",10.3879450046917,6.56351679683527,3.16663872692597,0.0917322286363505,"Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group","NS7_marine_group_uncl","ASV260","PS99_MESO_BATHY","WSC"
"593",96.9838041205595,5.05216708741441,1.7780109131586,0.0212453894055268,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwelliaceae_uncl","ASV264","PS99_MESO_BATHY","WSC"
"594",6.56169978136935,5.90433153705095,2.61298621824677,0.0761797726747668,"Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)_uncl","Marinimicrobia_(SAR406_clade)_uncl","Marinimicrobia_(SAR406_clade)_uncl","Marinimicrobia_(SAR406_clade)_uncl","ASV266","PS99_MESO_BATHY","WSC"
"595",83.6034452694667,5.00142687964237,2.14703617911627,0.0678734220752554,"Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","ASV269","PS99_MESO_BATHY","WSC"
"596",119.679593954533,10.0902933300698,1.60077432440164,4.09889977682435e-08,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV272","PS99_MESO_BATHY","WSC"
"597",123.98078148373,5.93099814889548,1.58361999756203,0.001483762367327,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaeraceae_uncl","ASV279","PS99_MESO_BATHY","WSC"
"598",31.1985076229208,8.15181853396788,2.17999782452366,0.001483762367327,"Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus","ASV282","PS99_MESO_BATHY","WSC"
"599",26.0626570910979,7.89220134336385,3.53530287211773,0.0762905814232822,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27","ASV284","PS99_MESO_BATHY","WSC"
"600",14.6026677680966,7.0569767239256,3.53647817251403,0.0993750125180384,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospiraceae_uncl","ASV292","PS99_MESO_BATHY","WSC"
"601",39.3276293979304,8.48506179745606,1.65756508086618,1.01728658894539e-05,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27","ASV296","PS99_MESO_BATHY","WSC"
"602",15.3495610747968,7.12905318310411,3.09996653524848,0.0702575629768269,"Planctomycetota","Planctomycetes","Planctomycetales","Planctomycetales_uncl","Planctomycetales_uncl","ASV312","PS99_MESO_BATHY","WSC"
"604",64.4373159320647,9.19867359602593,1.65100047748697,1.1233380134655e-06,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27","ASV315","PS99_MESO_BATHY","WSC"
"605",18.7463998199927,7.41692887302479,3.16884159541656,0.0673284592689554,"Planctomycetota","Planctomycetes","Planctomycetales","Planctomycetales_uncl","Planctomycetales_uncl","ASV318","PS99_MESO_BATHY","WSC"
"606",9.59779639911855,6.45273282879566,2.95359769963693,0.0809785955044282,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","ASV321","PS99_MESO_BATHY","WSC"
"607",23.6208425131647,7.75172756172942,2.0213803402753,0.00119882308450902,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","ASV346","PS99_MESO_BATHY","WSC"
"608",131.251294071751,10.2240624686922,1.61674261459846,4.09889977682435e-08,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV349","PS99_MESO_BATHY","WSC"
"609",76.8829568508994,9.45280790007156,2.26743906181585,0.000465654491020932,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","ASV356","PS99_MESO_BATHY","WSC"
"610",6.43213286449157,5.87640056837521,2.87956189924155,0.0968311690809455,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_uncl","ASV366","PS99_MESO_BATHY","WSC"
"611",147.348302927317,10.390973405802,1.58208630514462,1.43655710654169e-08,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomicaceae_uncl","ASV369","PS99_MESO_BATHY","WSC"
"612",7.67367338696979,6.12904462190754,2.53119776941737,0.0592138691306433,"Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniellaceae_uncl","ASV389","PS99_MESO_BATHY","WSC"
"613",9.8430619987163,6.48804811783109,3.03339088988606,0.0862070134290602,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrionaceae_uncl","ASV390","PS99_MESO_BATHY","WSC"
"614",74.5299333006769,9.40647542961743,1.63084984019445,4.52064175357716e-07,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV409","PS99_MESO_BATHY","WSC"
"615",70.4883669671079,3.24187947991722,1.6071079570973,0.098024631993826,"Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","ASV415","PS99_MESO_BATHY","WSC"
"616",13.5589502316445,6.95087156586862,2.23321321003765,0.010042582576915,"Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","ASV419","PS99_MESO_BATHY","WSC"
"617",6.31303884080297,5.8510074044298,2.59540871199766,0.0761797726747668,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_uncl","ASV429","PS99_MESO_BATHY","WSC"
"618",98.8412187452082,4.62987936051643,1.12850317804492,0.000560809129270144,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV435","PS99_MESO_BATHY","WSC"
"619",18.0468363910232,7.36475267153627,2.14232334216039,0.00371066714396501,"Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II_uncl","Marine_Group_II_uncl","ASV445","PS99_MESO_BATHY","WSC"
"621",16.2428895354906,7.21220500183496,2.23216307508566,0.00701425734637347,"Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Microtrichaceae_uncl","ASV450","PS99_MESO_BATHY","WSC"
"623",17.1421356090467,7.28700245582819,1.87164449954776,0.00107036744051798,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","ASV461","PS99_MESO_BATHY","WSC"
"624",37.6520564835208,8.42128859534768,2.1314059394418,0.000916187191305458,"Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae_uncl","ASV479","PS99_MESO_BATHY","WSC"
"625",71.0513889121748,9.33770820166441,1.59785608455258,3.49946476891546e-07,"Planctomycetota","BD7-11","BD7-11_uncl","BD7-11_uncl","BD7-11_uncl","ASV484","PS99_MESO_BATHY","WSC"
"626",32.5923657595381,3.78205631666711,1.57052916582674,0.0597822824839796,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","ASV489","PS99_MESO_BATHY","WSC"
"627",29.4972950781996,8.07083431842863,1.71393062991014,5.60706112051479e-05,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","ASV490","PS99_MESO_BATHY","WSC"
"629",7.08088509229363,6.01439870480223,2.97793258253261,0.098024631993826,"Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4_marine_group","Arctic97B-4_marine_group_uncl","Arctic97B-4_marine_group_uncl","ASV506","PS99_MESO_BATHY","WSC"
"630",8.32406380450886,6.2431015935411,3.0808679996497,0.0977761444353568,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV516","PS99_MESO_BATHY","WSC"
"632",7.57802733596648,6.11052225184652,3.00806805761309,0.0977761444353568,"Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina","ASV542","PS99_MESO_BATHY","WSC"
"633",6.87857646834991,5.96789795796062,2.99450337176774,0.0993750125180384,"Planctomycetota","Phycisphaerae","MSBL9","SM23-30","SM23-30_uncl","ASV545","PS99_MESO_BATHY","WSC"
"634",10.2375877053766,6.54611539329815,3.09251579436205,0.0882423818999103,"Thermoplasmatota","Thermoplasmata","Thermoplasmata_or","Thermoplasmata_fa","Marine_Group_III","ASV547","PS99_MESO_BATHY","WSC"
"635",91.6507584173309,9.70605709342697,2.1858434263666,0.000180531136583043,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV548","PS99_MESO_BATHY","WSC"
"639",8.22905842450078,6.23158185619279,2.99962511412442,0.0917322286363505,"Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group_uncl","UBA10353_marine_group_uncl","ASV611","PS99_MESO_BATHY","WSC"
"640",73.3488102911556,9.38487232369087,1.59503635683879,3.22483385745267e-07,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV621","PS99_MESO_BATHY","WSC"
"641",53.0079076942566,3.50117845341911,1.22850074630986,0.0208618578519648,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_uncl","ASV629","PS99_MESO_BATHY","WSC"
"642",39.060575794267,8.47626151379751,1.67647173719974,1.33904550309212e-05,"Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41_uncl","WCHB1-41_uncl","ASV632","PS99_MESO_BATHY","WSC"
"643",60.9128694328876,9.11596069430842,1.66878526298194,1.88655270387101e-06,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV643","PS99_MESO_BATHY","WSC"
"644",76.899336604027,9.45235658426848,1.58623093635955,2.38130045863635e-07,"Desulfobacterota","Desulfuromonadia","PB19","PB19_uncl","PB19_uncl","ASV645","PS99_MESO_BATHY","WSC"
"645",8.33240441178202,6.24949105174277,2.95054101330597,0.0882423818999103,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospiraceae_uncl","ASV646","PS99_MESO_BATHY","WSC"
"647",13.3620885424016,6.93124562201505,2.24072015036716,0.0106131499792272,"Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_uncl","ASV678","PS99_MESO_BATHY","WSC"
"648",61.699189200639,3.57946338536783,1.2210260129928,0.0168056283232781,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_uncl","ASV681","PS99_MESO_BATHY","WSC"
"649",32.6419588571612,8.21522752360899,3.48117721517572,0.0659716849951459,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV682","PS99_MESO_BATHY","WSC"
"650",44.8474133526233,8.67448263896556,2.24647476264135,0.00114700750792829,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV685","PS99_MESO_BATHY","WSC"
"651",43.5406896977372,8.63024281844175,1.73598343432361,1.87130307787336e-05,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV703","PS99_MESO_BATHY","WSC"
"652",43.8416275635884,4.01716674996171,1.45257179121606,0.025391332632005,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","ASV714","PS99_MESO_BATHY","WSC"
"653",14.2047430049895,7.0156944555364,2.22324353902817,0.00875446672229686,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_uncl","ASV719","PS99_MESO_BATHY","WSC"
"654",34.7100752986933,8.30436740089055,2.11433425924225,0.000965877265308005,"Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira","ASV738","PS99_MESO_BATHY","WSC"
"655",56.6342022783333,5.00371617304306,1.38997769481545,0.00239009582091193,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV745","PS99_MESO_BATHY","WSC"
"657",11.9132718784195,6.75913428178294,3.26201692337742,0.0917322286363505,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","ASV758","PS99_MESO_BATHY","WSC"
"659",42.8716575245987,4.67451047821727,1.40633329717208,0.00531664821503861,"Planctomycetota","BD7-11","BD7-11_uncl","BD7-11_uncl","BD7-11_uncl","ASV770","PS99_MESO_BATHY","WSC"
"660",17.2275261047271,7.29104795321358,1.91128001361288,0.00124755968695131,"Planctomycetota","Pla3_lineage","Pla3_lineage_uncl","Pla3_lineage_uncl","Pla3_lineage_uncl","ASV772","PS99_MESO_BATHY","WSC"
"662",8.85304066209671,6.33662434814767,2.92910490811029,0.0842173674127824,"Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II_uncl","ASV791","PS99_MESO_BATHY","WSC"
"663",69.9250752847452,3.24224939778573,1.55002056129279,0.0914536263240149,"Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadales_uncl","Bradymonadales_uncl","ASV795","PS99_MESO_BATHY","WSC"
"664",53.7219636018018,4.53727374802263,1.40153267489916,0.00700202089239076,"Planctomycetota","028H05-P-BN-P5","028H05-P-BN-P5_uncl","028H05-P-BN-P5_uncl","028H05-P-BN-P5_uncl","ASV804","PS99_MESO_BATHY","WSC"
"665",18.9543482685777,7.4354655159769,2.12919717959882,0.00321922052856169,"Planctomycetota","Planctomycetes","Planctomycetales","Planctomycetales_uncl","Planctomycetales_uncl","ASV811","PS99_MESO_BATHY","WSC"
"667",15.8301970636911,7.1700921426867,3.53627656526733,0.0977761444353568,"Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","ASV861","PS99_MESO_BATHY","WSC"
"668",8.8968509273546,6.34307657430406,2.93730134178823,0.0846204783183064,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","ASV897","PS99_MESO_BATHY","WSC"
"669",24.7755876284552,7.81792631779991,3.36532947358645,0.0678734220752554,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV919","PS99_MESO_BATHY","WSC"
"673",38.4935703143064,8.45482793075983,1.72927433213132,2.59053673686802e-05,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV959","PS99_MESO_BATHY","WSC"
"674",37.1198753506302,8.40169531652095,2.12719634266996,0.000916187191305458,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV964","PS99_MESO_BATHY","WSC"
"676",8.13765962395309,6.21522025004556,2.91094368654469,0.0862070134290602,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_uncl","ASV978","PS99_MESO_BATHY","WSC"
"678",25.4284354506817,7.85659961738161,3.53534033109044,0.0770101709549309,"Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_uncl","ASV987","PS99_MESO_BATHY","WSC"
"679",34.4515520841998,8.29667174221711,1.78137758666866,6.93258210739293e-05,"Planctomycetota","Planctomycetes","Planctomycetales","Planctomycetales_uncl","Planctomycetales_uncl","ASV1028","PS99_MESO_BATHY","WSC"
"680",9.78214454679255,6.48145120152169,2.37751150463675,0.0279658320720422,"Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicellaceae_uncl","ASV1033","PS99_MESO_BATHY","WSC"
"681",23.8189899924833,7.76205120912708,1.76798280334666,0.000207934474237779,"Bacteroidota","Bacteroidia","Bacteroidia_uncl","Bacteroidia_uncl","Bacteroidia_uncl","ASV1048","PS99_MESO_BATHY","WSC"
"682",34.2021535380043,8.28319344959238,1.68027407355435,2.20828563871063e-05,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1067","PS99_MESO_BATHY","WSC"
"683",9.36161248967841,6.41712396055987,2.44136171008427,0.0365787367460148,"Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","Gimesiaceae_uncl","ASV1096","PS99_MESO_BATHY","WSC"
"685",33.8137892449952,8.26886518481312,2.01261611525067,0.000560480435689152,"Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","ASV1132","PS99_MESO_BATHY","WSC"
"687",9.11079379129694,6.37836593472369,2.43253121494205,0.0369916658530813,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","ASV1154","PS99_MESO_BATHY","WSC"
"688",32.9681674822925,8.23263662044426,1.72571819142174,4.30970370234195e-05,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1164","PS99_MESO_BATHY","WSC"
"690",13.8764357218231,6.97764272046553,2.3057865717187,0.0127819752455506,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV1220","PS99_MESO_BATHY","WSC"
"691",17.5450669476645,7.32124956504615,3.24624109113161,0.0761797726747668,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV1223","PS99_MESO_BATHY","WSC"
"693",13.2923679167411,6.91945000201806,2.25470848416115,0.0112003858825642,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","ASV1252","PS99_MESO_BATHY","WSC"
"694",20.4395037617878,7.5406771337914,1.85404879252574,0.000608980828050953,"Planctomycetota","Pla3_lineage","Pla3_lineage_uncl","Pla3_lineage_uncl","Pla3_lineage_uncl","ASV1269","PS99_MESO_BATHY","WSC"
"696",14.7345184941132,7.07204207686706,2.21282143690804,0.00776921216458972,"Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_uncl","ASV1289","PS99_MESO_BATHY","WSC"
"697",16.8275304289299,7.2628427573583,1.90151497325525,0.00124755968695131,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV1297","PS99_MESO_BATHY","WSC"
"698",20.0848653998015,7.51824309931785,2.07607929598406,0.00226229054615765,"Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadales_uncl","Bradymonadales_uncl","ASV1316","PS99_MESO_BATHY","WSC"
"700",23.2094382596663,7.72587868569194,1.78502877329334,0.000256531126774027,"Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_uncl","ASV1336","PS99_MESO_BATHY","WSC"
"701",25.3134895740656,7.84936370726805,1.74361878435764,0.000140523056792044,"Planctomycetota","028H05-P-BN-P5","028H05-P-BN-P5_uncl","028H05-P-BN-P5_uncl","028H05-P-BN-P5_uncl","ASV1344","PS99_MESO_BATHY","WSC"
"702",7.66823631508032,6.12481013872478,2.51712191316808,0.0580999823016187,"Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011_GWC1_47_15","GW2011_GWC1_47_15_uncl","ASV1349","PS99_MESO_BATHY","WSC"
"704",15.6036323211314,7.15113629817557,2.21254156658569,0.00701425734637347,"Desulfobacterota","Desulfuromonadia","PB19","PB19_uncl","PB19_uncl","ASV1366","PS99_MESO_BATHY","WSC"
"705",11.356244193638,6.69415649476954,3.03559031946801,0.078166751324175,"Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","ASV1374","PS99_MESO_BATHY","WSC"
