"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Order","Family","Genus","ASV","merging","region"
"706",10.7926987583622,6.6214543537014,2.99535438531893,0.0777437179440826,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_uncl","ASV1392","PS99_MESO_BATHY","WSC"
"707",8.31497573954296,6.2465771945881,3.0526228416457,0.0959385506517268,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1399","PS99_MESO_BATHY","WSC"
"708",16.2142712398156,7.20628746489842,3.21070726764958,0.0762905814232822,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","ASV1455","PS99_MESO_BATHY","WSC"
"709",25.974474104718,7.8872963606403,2.2862526940247,0.00362979568288634,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV1475","PS99_MESO_BATHY","WSC"
"710",26.2329380283569,7.90135896034211,1.79370269954826,0.000205314577562859,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1523","PS99_MESO_BATHY","WSC"
"713",8.53148023905574,6.28278476573396,2.9722362666875,0.0883661524730938,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27","ASV1541","PS99_MESO_BATHY","WSC"
"715",20.8167205809247,7.56900192027169,2.115927798566,0.00253974480525698,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV1545","PS99_MESO_BATHY","WSC"
"716",15.9157460045956,7.18010564288217,1.90961214673476,0.00145882899111991,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1558","PS99_MESO_BATHY","WSC"
"717",17.3656121262811,7.30799044336396,2.1257625513789,0.00371066714396501,"Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera","ASV1567","PS99_MESO_BATHY","WSC"
"718",17.0464018379532,7.27970738373265,3.16184855168851,0.0701774235645025,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV1573","PS99_MESO_BATHY","WSC"
"719",17.3077364513267,7.30121039505758,2.14214795917605,0.00408830117287722,"Planctomycetota","BD7-11","BD7-11_uncl","BD7-11_uncl","BD7-11_uncl","ASV1580","PS99_MESO_BATHY","WSC"
"720",17.2117828945619,7.29595312401467,2.1543488724624,0.00437780531620732,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","ASV1618","PS99_MESO_BATHY","WSC"
"722",16.6560659265554,7.2444408004842,1.88589235763264,0.00119298887183206,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV1695","PS99_MESO_BATHY","WSC"
"723",17.9354179106326,7.35056675739274,1.87460639918644,0.000972956522080954,"Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","Gimesiaceae_uncl","ASV1698","PS99_MESO_BATHY","WSC"
"725",24.2846769815318,7.78916801408891,2.21121711949515,0.00300771128306721,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV1729","PS99_MESO_BATHY","WSC"
"728",11.7674760944965,6.74505575447962,2.03908472021609,0.00557095804916158,"Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionellaceae_uncl","ASV1749","PS99_MESO_BATHY","WSC"
"729",16.4860868468379,7.23344167954135,1.92005517298291,0.00145162965734288,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1766","PS99_MESO_BATHY","WSC"
"730",22.2530928931099,7.66568009167353,1.8375666931339,0.000465654491020932,"Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorphaceae_uncl","ASV1805","PS99_MESO_BATHY","WSC"
"731",20.4712121654943,7.54307936884141,2.0949247432112,0.00239009582091193,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV1823","PS99_MESO_BATHY","WSC"
"732",19.4379085388295,7.46881910425752,1.8307717893312,0.000590665478211106,"Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","ASV1854","PS99_MESO_BATHY","WSC"
"733",15.0476365207644,7.09817696168098,2.20849983260755,0.007368971778121,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV1858","PS99_MESO_BATHY","WSC"
"734",10.6649176101367,6.59327991039237,2.34860618674068,0.0227772938539899,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV1879","PS99_MESO_BATHY","WSC"
"735",13.1213804314973,6.90440577747931,2.23448773739942,0.0106335380435031,"Verrucomicrobiota","Lentisphaeria","Lentisphaeria_uncl","Lentisphaeria_uncl","Lentisphaeria_uncl","ASV1886","PS99_MESO_BATHY","WSC"
"736",18.1242693311162,7.3696568395619,2.10608393246703,0.00320372105281014,"Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade_uncl","OM182_clade_uncl","ASV1893","PS99_MESO_BATHY","WSC"
"737",14.0807056423137,7.00125683411994,3.20838947090242,0.0810966943745251,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens","ASV1940","PS99_MESO_BATHY","WSC"
"738",16.5764435408247,7.23957451452499,3.13869363998837,0.0698105151786285,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV1955","PS99_MESO_BATHY","WSC"
"739",11.2581337623645,6.67703538599748,2.37212888598069,0.0225244815970084,"Dependentiae","Babeliae","Babeliales","Babeliales_uncl","Babeliales_uncl","ASV2025","PS99_MESO_BATHY","WSC"
"740",19.6739975421313,7.48861033646141,2.09718534951194,0.00256890371737432,"Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_uncl","ASV2042","PS99_MESO_BATHY","WSC"
"742",9.09173232355139,6.37358951150975,2.97488699236597,0.0862070134290602,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV2106","PS99_MESO_BATHY","WSC"
"743",16.0015922294172,7.18900296392675,3.11099295180383,0.0694314420953568,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV2136","PS99_MESO_BATHY","WSC"
"744",14.3563163069139,7.03178281097353,3.53652526624513,0.0993750125180384,"NB1-j","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","NB1-j_uncl","ASV2137","PS99_MESO_BATHY","WSC"
"746",9.40692801309723,6.42258650887166,2.99683604276427,0.0862070134290602,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV2192","PS99_MESO_BATHY","WSC"
"747",6.40599157229527,5.8709623604476,2.8832739583802,0.0974828340777327,"Planctomycetota","Phycisphaerae","MSBL9","SM23-30","SM23-30_uncl","ASV2323","PS99_MESO_BATHY","WSC"
"748",10.6983702043986,6.60999770904739,2.3350201254047,0.0216035342923133,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV2385","PS99_MESO_BATHY","WSC"
"751",16.2973197051843,7.21250918541768,1.91990351675575,0.00145882899111991,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV2442","PS99_MESO_BATHY","WSC"
"752",10.1139608360749,6.52410471304873,2.39967735822656,0.028379794801197,"Planctomycetota","Planctomycetota_uncl","Planctomycetota_uncl","Planctomycetota_uncl","Planctomycetota_uncl","ASV2545","PS99_MESO_BATHY","WSC"
"753",24.3661637441845,7.79375520904074,3.53540875063092,0.078166751324175,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","ASV2551","PS99_MESO_BATHY","WSC"
"754",14.0478650004133,6.99657410272443,2.00388568970912,0.00321922052856169,"Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","ASV2599","PS99_MESO_BATHY","WSC"
"755",8.67149024460052,6.30426562108438,2.18869206759219,0.0192776870032182,"Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","ASV2601","PS99_MESO_BATHY","WSC"
"756",14.4414839545428,7.04151867799317,3.17212388730075,0.0771033804592603,"Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","ASV2649","PS99_MESO_BATHY","WSC"
"758",9.0286541752705,6.3616176555613,2.18570126927969,0.0178174743510247,"Bdellovibrionota","Oligoflexia","053A03-B-DI-P58","053A03-B-DI-P58_uncl","053A03-B-DI-P58_uncl","ASV2775","PS99_MESO_BATHY","WSC"
"759",13.7157788648045,6.96269590199259,2.01826376843189,0.00362979568288634,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV2820","PS99_MESO_BATHY","WSC"
"760",7.83465601438228,6.15817050768545,3.05574975650822,0.098024631993826,"Chloroflexi","KD4-96","KD4-96_uncl","KD4-96_uncl","KD4-96_uncl","ASV2846","PS99_MESO_BATHY","WSC"
"761",15.2748300184043,7.1192794645067,1.93005664496282,0.00178778751228159,"Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadales_uncl","Bradymonadales_uncl","ASV2847","PS99_MESO_BATHY","WSC"
"762",14.1300558421832,7.01096686607778,2.20772998851824,0.00825202044465403,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV2850","PS99_MESO_BATHY","WSC"
"764",12.9418169369321,6.87964528278052,2.04019346903743,0.00456577426850551,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV2983","PS99_MESO_BATHY","WSC"
"765",12.8233624520654,6.86775840397788,3.13982167991826,0.0809785955044282,"Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_uncl","ASV2993","PS99_MESO_BATHY","WSC"
"766",6.81972810316799,5.96031046940414,2.85565951248129,0.0914536263240149,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV2995","PS99_MESO_BATHY","WSC"
"767",6.36849785424224,5.85487466623799,2.62206267790644,0.0762905814232822,"Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","ASV3113","PS99_MESO_BATHY","WSC"
"768",9.81133435010155,6.48472559009871,2.1446607185695,0.0127819752455506,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","ASV3165","PS99_MESO_BATHY","WSC"
"769",5.92147728949355,5.75097445791819,2.36708802132483,0.0582948014734741,"Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovoracaceae_uncl","ASV3202","PS99_MESO_BATHY","WSC"
"771",6.19156472234188,5.82091195961621,2.9123708277245,0.0993750125180384,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","ASV3306","PS99_MESO_BATHY","WSC"
"772",7.18731297745622,6.0349983600362,2.93506982221188,0.0944658634063942,"Myxococcota","Polyangia","Blfdi19","Blfdi19_uncl","Blfdi19_uncl","ASV3407","PS99_MESO_BATHY","WSC"
"773",6.12404809557105,5.80515404040414,2.91262899897865,0.0993750125180384,"Planctomycetota","BD7-11","BD7-11_uncl","BD7-11_uncl","BD7-11_uncl","ASV3421","PS99_MESO_BATHY","WSC"
"774",5.3323720840623,5.59999852321811,2.69670481656177,0.0917322286363505,"Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","ASV3517","PS99_MESO_BATHY","WSC"
"775",7.05294050338876,6.00855718529552,2.8392732035345,0.0882423818999103,"Planctomycetota","OM190","OM190_uncl","OM190_uncl","OM190_uncl","ASV3728","PS99_MESO_BATHY","WSC"
"776",6.31320593365977,5.84888516171481,2.90973400516532,0.0984575227861509,"Myxococcota","Polyangia","Blfdi19","Blfdi19_uncl","Blfdi19_uncl","ASV3746","PS99_MESO_BATHY","WSC"
"777",6.18826569098623,5.82007004785549,2.90535351331162,0.0989157975017292,"Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera","ASV3796","PS99_MESO_BATHY","WSC"
"778",7.57356847283117,6.10360850204465,2.55343636233756,0.0616056717871136,"Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","ASV3984","PS99_MESO_BATHY","WSC"
"779",4.95825015034435,5.50347955175895,2.72486045249721,0.098024631993826,"Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5_uncl","ASV3985","PS99_MESO_BATHY","WSC"
"780",5.43728067435815,5.62923201018912,2.68683583062618,0.091430142795649,"Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","ASV4046","PS99_MESO_BATHY","WSC"
"782",7.91718945413989,6.17633806697602,3.05524866761359,0.098024631993826,"Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group","ASV4104","PS99_MESO_BATHY","WSC"
"783",8.16317804954031,6.21977311686706,2.91187382989809,0.0862070134290602,"Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira","ASV4187","PS99_MESO_BATHY","WSC"
"784",8.20230264475282,6.22056416898779,3.09065443583873,0.0982380783663177,"Myxococcota","Polyangia","Blfdi19","Blfdi19_uncl","Blfdi19_uncl","ASV4349","PS99_MESO_BATHY","WSC"
"785",6.51231510535896,5.89472379923679,2.87253148337173,0.0950000505170089,"Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospiraceae_uncl","ASV4737","PS99_MESO_BATHY","WSC"
"786",5.05246035617264,5.52382908971931,2.75664936026876,0.0989157975017292,"Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinaceae_uncl","ASV4816","PS99_MESO_BATHY","WSC"
"787",5.47505102810149,5.64193333750612,2.69367997066656,0.091430142795649,"Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","AB1_uncl","ASV5062","PS99_MESO_BATHY","WSC"
"788",4.79515812425601,5.45289040529233,2.73480205745288,0.0993750125180384,"Planctomycetota","Pla3_lineage","Pla3_lineage_uncl","Pla3_lineage_uncl","Pla3_lineage_uncl","ASV5804","PS99_MESO_BATHY","WSC"
