Region	Area(µm^2)	ESD(mm)	Vol(mm^3)
HG	8166.197	0.101968255	0.000555129
HG	2722.066	0.058871403	0.000106835
HG	2722.066	0.058871403	0.000106835
HG	76217.841	0.311518168	0.015828828
HG	2722.066	0.058871403	0.000106835
HG	2722.066	0.058871403	0.000106835
HG	5444.131	0.083256729	0.000302174
HG	16332.394	0.144204889	0.001570141
HG	2722.066	0.058871403	0.000106835
HG	5444.131	0.083256729	0.000302174
HG	13610.329	0.131640454	0.001194447
EG	8166.197	0.101968255	0.000555129
EG	21776.526	0.166513465	0.00241739
EG	35386.855	0.212263853	0.005007567
EG	27220.657	0.186167712	0.003378405
EG	13610.329	0.131640454	0.001194447
EG	8166.197	0.101968255	0.000555129
EG	51719.249	0.256614483	0.008847939
EG	2722.066	0.058871403	0.000106835
EG	372923.007	0.689072071	0.171313886
EG	8166.197	0.101968255	0.000555129
EG	212321.128	0.519938127	0.0735959
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	16332.394	0.144204889	0.001570141
EG	5444.131	0.083256729	0.000302174
EG	27220.657	0.186167712	0.003378405
EG	65329.578	0.288409782	0.012561126
EG	8166.197	0.101968255	0.000555129
EG	242263.851	0.555391677	0.089700884
EG	29942.723	0.195254344	0.003897631
EG	157879.813	0.448351225	0.047190405
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	24498.592	0.176614201	0.002884533
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	283094.838	0.600372836	0.113308301
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	40830.986	0.228007952	0.006206526
EG	43553.052	0.235485601	0.006837411
EG	35386.855	0.212263853	0.005007567
EG	29942.723	0.195254344	0.003897631
EG	5444.131	0.083256729	0.000302174
EG	16332.394	0.144204889	0.001570141
EG	21776.526	0.166513465	0.00241739
EG	144269.485	0.428590263	0.041221664
EG	10888.263	0.1177428	0.000854676
EG	24498.592	0.176614201	0.002884533
EG	27220.657	0.186167712	0.003378405
EG	332092.021	0.650255868	0.14396319
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	95272.301	0.3482879	0.02212146
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	24498.592	0.176614201	0.002884533
EG	51719.249	0.256614483	0.008847939
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	16332.394	0.144204889	0.001570141
EG	35386.855	0.212263853	0.005007567
EG	2722.066	0.058871403	0.000106835
EG	35386.855	0.212263853	0.005007567
EG	21776.526	0.166513465	0.00241739
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	46275.118	0.242733002	0.007488332
EG	10888.263	0.1177428	0.000854676
EG	8166.197	0.101968255	0.000555129
EG	48997.183	0.249770196	0.008158691
EG	40830.986	0.228007952	0.006206526
EG	2722.066	0.058871403	0.000106835
EG	57163.381	0.269782648	0.010281126
EG	19054.460	0.155759083	0.001978603
EG	125215.024	0.399285262	0.033331009
EG	27220.657	0.186167712	0.003378405
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	35386.855	0.212263853	0.005007567
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	29942.723	0.195254344	0.003897631
EG	43553.052	0.235485601	0.006837411
EG	57163.381	0.269782648	0.010281126
EG	133381.222	0.412099801	0.03664425
EG	193266.668	0.496059235	0.063914477
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	106160.564	0.367651776	0.02602008
EG	8166.197	0.101968255	0.000555129
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	498138.031	0.796397539	0.264477268
EG	46275.118	0.242733002	0.007488332
EG	10888.263	0.1177428	0.000854676
EG	95272.301	0.3482879	0.02212146
EG	304871.363	0.623036336	0.126630625
EG	16332.394	0.144204889	0.001570141
EG	2722.066	0.058871403	0.000106835
EG	16332.394	0.144204889	0.001570141
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	8166.197	0.101968255	0.000555129
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	32664.789	0.203936512	0.004441029
EG	59885.446	0.276131342	0.011024166
EG	2722.066	0.058871403	0.000106835
EG	21776.526	0.166513465	0.00241739
EG	10888.263	0.1177428	0.000854676
EG	48997.183	0.249770196	0.008158691
EG	48997.183	0.249770196	0.008158691
EG	38108.920	0.220276608	0.005596336
EG	5444.131	0.083256729	0.000302174
EG	16332.394	0.144204889	0.001570141
EG	29942.723	0.195254344	0.003897631
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	277650.706	0.594571996	0.110055556
EG	8166.197	0.101968255	0.000555129
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	5444.131	0.083256729	0.000302174
EG	27220.657	0.186167712	0.003378405
EG	10888.263	0.1177428	0.000854676
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	419198.125	0.730574863	0.204170408
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	87106.104	0.33302693	0.019339119
EG	10888.263	0.1177428	0.000854676
EG	239541.786	0.552262686	0.088193327
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	13610.329	0.131640454	0.001194447
EG	84384.038	0.327782083	0.018439717
EG	2722.066	0.058871403	0.000106835
EG	16332.394	0.144204889	0.001570141
EG	16332.394	0.144204889	0.001570141
EG	2722.066	0.058871403	0.000106835
EG	108882.630	0.372335427	0.02702724
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	168768.076	0.463553868	0.052155396
EG	108882.630	0.372335427	0.02702724
EG	337536.152	0.655564167	0.147517737
EG	5444.131	0.083256729	0.000302174
EG	43553.052	0.235485601	0.006837411
EG	16332.394	0.144204889	0.001570141
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	16332.394	0.144204889	0.001570141
EG	8166.197	0.101968255	0.000555129
EG	313037.561	0.631325432	0.131752382
EG	32664.789	0.203936512	0.004441029
EG	255874.180	0.570779401	0.097365141
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	10888.263	0.1177428	0.000854676
EG	127937.090	0.403601985	0.034423776
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	119770.893	0.39050869	0.03118105
EG	24498.592	0.176614201	0.002884533
EG	89828.170	0.338190447	0.020252686
EG	185100.471	0.485466002	0.059906657
EG	253152.114	0.567735222	0.095815581
EG	2722.066	0.058871403	0.000106835
EG	27220.657	0.186167712	0.003378405
EG	2722.066	0.058871403	0.000106835
EG	29942.723	0.195254344	0.003897631
EG	255874.180	0.570779401	0.097365141
EG	70773.709	0.300186417	0.014163537
EG	2722.066	0.058871403	0.000106835
EG	62607.512	0.282337316	0.011784291
EG	21776.526	0.166513465	0.00241739
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	48997.183	0.249770196	0.008158691
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	587966.201	0.865229344	0.339150407
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	16332.394	0.144204889	0.001570141
EG	10888.263	0.1177428	0.000854676
EG	78939.907	0.317032193	0.016684328
EG	16332.394	0.144204889	0.001570141
EG	166046.010	0.459800333	0.050898674
EG	16332.394	0.144204889	0.001570141
EG	171490.142	0.467277252	0.053422295
EG	21776.526	0.166513465	0.00241739
EG	16332.394	0.144204889	0.001570141
EG	185100.471	0.485466002	0.059906657
EG	2722.066	0.058871403	0.000106835
EG	89828.170	0.338190447	0.020252686
EG	21776.526	0.166513465	0.00241739
EG	228653.523	0.539565295	0.082249004
EG	285816.903	0.603252338	0.114946477
EG	68051.644	0.294357001	0.013354319
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	32664.789	0.203936512	0.004441029
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	16332.394	0.144204889	0.001570141
EG	5444.131	0.083256729	0.000302174
EG	8166.197	0.101968255	0.000555129
EG	223209.391	0.533103201	0.079329094
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	122492.959	0.394921358	0.032250057
EG	8166.197	0.101968255	0.000555129
EG	195988.734	0.499540395	0.065269526
EG	10888.263	0.1177428	0.000854676
EG	59885.446	0.276131342	0.011024166
EG	5444.131	0.083256729	0.000302174
EG	54441.315	0.263280905	0.009555572
EG	8166.197	0.101968255	0.000555129
EG	46275.118	0.242733002	0.007488332
EG	13610.329	0.131640454	0.001194447
EG	89828.170	0.338190447	0.020252686
EG	62607.512	0.282337316	0.011784291
EG	5444.131	0.083256729	0.000302174
EG	8166.197	0.101968255	0.000555129
EG	13610.329	0.131640454	0.001194447
EG	13610.329	0.131640454	0.001194447
EG	29942.723	0.195254344	0.003897631
EG	29942.723	0.195254344	0.003897631
EG	16332.394	0.144204889	0.001570141
EG	146991.550	0.432614672	0.042393801
EG	5444.131	0.083256729	0.000302174
EG	40830.986	0.228007952	0.006206526
EG	451862.914	0.758504931	0.228493499
EG	21776.526	0.166513465	0.00241739
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	21776.526	0.166513465	0.00241739
EG	16332.394	0.144204889	0.001570141
EG	119770.893	0.39050869	0.03118105
EG	19054.460	0.155759083	0.001978603
EG	171490.142	0.467277252	0.053422295
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	51719.249	0.256614483	0.008847939
EG	46275.118	0.242733002	0.007488332
EG	2722.066	0.058871403	0.000106835
EG	568911.741	0.851093958	0.32279823
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	10888.263	0.1177428	0.000854676
EG	70773.709	0.300186417	0.014163537
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	204154.931	0.509841281	0.069391074
EG	21776.526	0.166513465	0.00241739
EG	2722.066	0.058871403	0.000106835
EG	149713.616	0.436601988	0.043576842
EG	97994.367	0.353228401	0.023076262
EG	8166.197	0.101968255	0.000555129
EG	51719.249	0.256614483	0.008847939
EG	13610.329	0.131640454	0.001194447
EG	97994.367	0.353228401	0.023076262
EG	62607.512	0.282337316	0.011784291
EG	2722.066	0.058871403	0.000106835
EG	27220.657	0.186167712	0.003378405
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	13610.329	0.131640454	0.001194447
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	16332.394	0.144204889	0.001570141
EG	19054.460	0.155759083	0.001978603
EG	51719.249	0.256614483	0.008847939
EG	5444.131	0.083256729	0.000302174
EG	35386.855	0.212263853	0.005007567
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	340258.218	0.658202263	0.149305819
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	13610.329	0.131640454	0.001194447
EG	5444.131	0.083256729	0.000302174
EG	16332.394	0.144204889	0.001570141
EG	73495.775	0.305904768	0.014988472
EG	108882.630	0.372335427	0.02702724
EG	19054.460	0.155759083	0.001978603
EG	152435.682	0.440553219	0.044770687
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	24498.592	0.176614201	0.002884533
EG	24498.592	0.176614201	0.002884533
EG	2722.066	0.058871403	0.000106835
EG	530802.820	0.822094363	0.290913337
EG	141547.419	0.424527704	0.040060534
EG	5444.131	0.083256729	0.000302174
EG	32664.789	0.203936512	0.004441029
EG	13610.329	0.131640454	0.001194447
EG	78939.907	0.317032193	0.016684328
EG	43553.052	0.235485601	0.006837411
EG	2722.066	0.058871403	0.000106835
EG	152435.682	0.440553219	0.044770687
EG	21776.526	0.166513465	0.00241739
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	24498.592	0.176614201	0.002884533
EG	27220.657	0.186167712	0.003378405
EG	2722.066	0.058871403	0.000106835
EG	16332.394	0.144204889	0.001570141
EG	2722.066	0.058871403	0.000106835
EG	35386.855	0.212263853	0.005007567
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	13610.329	0.131640454	0.001194447
EG	54441.315	0.263280905	0.009555572
EG	21776.526	0.166513465	0.00241739
EG	421920.191	0.732943021	0.206162306
EG	2722.066	0.058871403	0.000106835
EG	587966.201	0.865229344	0.339150407
EG	5444.131	0.083256729	0.000302174
EG	92550.235	0.343276301	0.021180202
EG	1205875.125	1.239099631	0.996132948
EG	10888.263	0.1177428	0.000854676
EG	16332.394	0.144204889	0.001570141
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	35386.855	0.212263853	0.005007567
EG	76217.841	0.311518168	0.015828828
EG	29942.723	0.195254344	0.003897631
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	13610.329	0.131640454	0.001194447
EG	35386.855	0.212263853	0.005007567
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	19054.460	0.155759083	0.001978603
EG	2722.066	0.058871403	0.000106835
EG	32664.789	0.203936512	0.004441029
EG	484527.703	0.785442443	0.253712415
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	40830.986	0.228007952	0.006206526
EG	13610.329	0.131640454	0.001194447
EG	138825.353	0.42042589	0.038910515
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	269484.509	0.585763035	0.105236043
EG	24498.592	0.176614201	0.002884533
EG	2722.066	0.058871403	0.000106835
EG	95272.301	0.3482879	0.02212146
EG	29942.723	0.195254344	0.003897631
EG	21776.526	0.166513465	0.00241739
EG	707737.094	0.949272803	0.447890384
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	13610.329	0.131640454	0.001194447
EG	38108.920	0.220276608	0.005596336
EG	65329.578	0.288409782	0.012561126
EG	29942.723	0.195254344	0.003897631
EG	21776.526	0.166513465	0.00241739
EG	32664.789	0.203936512	0.004441029
EG	2722.066	0.058871403	0.000106835
EG	250430.049	0.564674633	0.094274331
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	84384.038	0.327782083	0.018439717
EG	786677.000	1.000813802	0.524878133
EG	2722.066	0.058871403	0.000106835
EG	51719.249	0.256614483	0.008847939
EG	73495.775	0.305904768	0.014988472
EG	122492.959	0.394921358	0.032250057
EG	27220.657	0.186167712	0.003378405
EG	16332.394	0.144204889	0.001570141
EG	19054.460	0.155759083	0.001978603
EG	5444.131	0.083256729	0.000302174
EG	195988.734	0.499540395	0.065269526
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	38108.920	0.220276608	0.005596336
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	59885.446	0.276131342	0.011024166
EG	16332.394	0.144204889	0.001570141
EG	21776.526	0.166513465	0.00241739
EG	73495.775	0.305904768	0.014988472
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	24498.592	0.176614201	0.002884533
EG	225931.457	0.536343981	0.080784651
EG	54441.315	0.263280905	0.009555572
EG	27220.657	0.186167712	0.003378405
EG	48997.183	0.249770196	0.008158691
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	38108.920	0.220276608	0.005596336
EG	51719.249	0.256614483	0.008847939
EG	65329.578	0.288409782	0.012561126
EG	394699.533	0.708905532	0.186536455
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	13610.329	0.131640454	0.001194447
EG	8166.197	0.101968255	0.000555129
EG	5444.131	0.083256729	0.000302174
EG	111604.696	0.37696089	0.02804707
EG	8166.197	0.101968255	0.000555129
EG	10888.263	0.1177428	0.000854676
EG	46275.118	0.242733002	0.007488332
EG	16332.394	0.144204889	0.001570141
EG	106160.564	0.367651776	0.02602008
EG	5444.131	0.083256729	0.000302174
EG	35386.855	0.212263853	0.005007567
EG	78939.907	0.317032193	0.016684328
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	46275.118	0.242733002	0.007488332
EG	43553.052	0.235485601	0.006837411
EG	38108.920	0.220276608	0.005596336
EG	21776.526	0.166513465	0.00241739
EG	5444.131	0.083256729	0.000302174
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	35386.855	0.212263853	0.005007567
EG	48997.183	0.249770196	0.008158691
EG	261318.312	0.576819563	0.10048901
EG	97994.367	0.353228401	0.023076262
EG	40830.986	0.228007952	0.006206526
EG	24498.592	0.176614201	0.002884533
EG	10888.263	0.1177428	0.000854676
EG	114326.761	0.381530278	0.029079414
EG	2722.066	0.058871403	0.000106835
EG	51719.249	0.256614483	0.008847939
EG	13610.329	0.131640454	0.001194447
EG	8166.197	0.101968255	0.000555129
EG	27220.657	0.186167712	0.003378405
EG	2722.066	0.058871403	0.000106835
EG	21776.526	0.166513465	0.00241739
EG	5444.131	0.083256729	0.000302174
EG	92550.235	0.343276301	0.021180202
EG	8166.197	0.101968255	0.000555129
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	100716.433	0.358100747	0.02404442
EG	10888.263	0.1177428	0.000854676
EG	1371921.136	1.321659655	1.208808543
EG	73495.775	0.305904768	0.014988472
EG	2722.066	0.058871403	0.000106835
EG	51719.249	0.256614483	0.008847939
EG	62607.512	0.282337316	0.011784291
EG	21776.526	0.166513465	0.00241739
EG	19054.460	0.155759083	0.001978603
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	152435.682	0.440553219	0.044770687
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	318481.692	0.636791555	0.135204301
EG	2722.066	0.058871403	0.000106835
EG	40830.986	0.228007952	0.006206526
EG	457307.045	0.763060557	0.232635312
EG	43553.052	0.235485601	0.006837411
EG	2722.066	0.058871403	0.000106835
EG	16332.394	0.144204889	0.001570141
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	19054.460	0.155759083	0.001978603
EG	2722.066	0.058871403	0.000106835
EG	43553.052	0.235485601	0.006837411
EG	509026.294	0.805054288	0.273195867
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	35386.855	0.212263853	0.005007567
EG	21776.526	0.166513465	0.00241739
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	424642.256	0.735303551	0.208160639
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	35386.855	0.212263853	0.005007567
EG	24498.592	0.176614201	0.002884533
EG	13610.329	0.131640454	0.001194447
EG	2722.066	0.058871403	0.000106835
EG	438252.585	0.746994325	0.218248129
EG	59885.446	0.276131342	0.011024166
EG	81661.972	0.322451938	0.017554707
EG	35386.855	0.212263853	0.005007567
EG	19054.460	0.155759083	0.001978603
EG	70773.709	0.300186417	0.014163537
EG	8166.197	0.101968255	0.000555129
EG	29942.723	0.195254344	0.003897631
EG	372923.007	0.689072071	0.171313886
EG	10888.263	0.1177428	0.000854676
EG	62607.512	0.282337316	0.011784291
EG	35386.855	0.212263853	0.005007567
EG	2722.066	0.058871403	0.000106835
EG	46275.118	0.242733002	0.007488332
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	21776.526	0.166513465	0.00241739
EG	10888.263	0.1177428	0.000854676
EG	13610.329	0.131640454	0.001194447
EG	84384.038	0.327782083	0.018439717
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	43553.052	0.235485601	0.006837411
EG	51719.249	0.256614483	0.008847939
EG	43553.052	0.235485601	0.006837411
EG	89828.170	0.338190447	0.020252686
EG	43553.052	0.235485601	0.006837411
EG	68051.644	0.294357001	0.013354319
EG	293983.101	0.611809537	0.119907777
EG	2722.066	0.058871403	0.000106835
EG	54441.315	0.263280905	0.009555572
EG	114326.761	0.381530278	0.029079414
EG	334814.087	0.652915412	0.145736852
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	119770.893	0.39050869	0.03118105
EG	19054.460	0.155759083	0.001978603
EG	190544.602	0.492553472	0.062568937
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	421920.191	0.732943021	0.206162306
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	10888.263	0.1177428	0.000854676
EG	8166.197	0.101968255	0.000555129
EG	24498.592	0.176614201	0.002884533
EG	13610.329	0.131640454	0.001194447
EG	43553.052	0.235485601	0.006837411
EG	24498.592	0.176614201	0.002884533
EG	364756.810	0.681485726	0.165717706
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	54441.315	0.263280905	0.009555572
EG	13610.329	0.131640454	0.001194447
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	2722.066	0.058871403	0.000106835
EG	157879.813	0.448351225	0.047190405
EG	68051.644	0.294357001	0.013354319
EG	10888.263	0.1177428	0.000854676
EG	8166.197	0.101968255	0.000555129
EG	5444.131	0.083256729	0.000302174
EG	174212.208	0.470971201	0.054699289
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	38108.920	0.220276608	0.005596336
EG	244985.917	0.55850314	0.091216936
EG	8166.197	0.101968255	0.000555129
EG	81661.972	0.322451938	0.017554707
EG	81661.972	0.322451938	0.017554707
EG	253152.114	0.567735222	0.095815581
EG	54441.315	0.263280905	0.009555572
EG	2722.066	0.058871403	0.000106835
EG	40830.986	0.228007952	0.006206526
EG	2722.066	0.058871403	0.000106835
EG	27220.657	0.186167712	0.003378405
EG	103438.498	0.362907683	0.02502575
EG	2722.066	0.058871403	0.000106835
EG	29942.723	0.195254344	0.003897631
EG	2722.066	0.058871403	0.000106835
EG	29942.723	0.195254344	0.003897631
EG	10888.263	0.1177428	0.000854676
EG	40830.986	0.228007952	0.006206526
EG	108882.630	0.372335427	0.02702724
EG	35386.855	0.212263853	0.005007567
EG	35386.855	0.212263853	0.005007567
EG	24498.592	0.176614201	0.002884533
EG	261318.312	0.576819563	0.10048901
EG	51719.249	0.256614483	0.008847939
EG	2722.066	0.058871403	0.000106835
EG	32664.789	0.203936512	0.004441029
EG	8166.197	0.101968255	0.000555129
EG	2722.066	0.058871403	0.000106835
EG	29942.723	0.195254344	0.003897631
EG	675072.305	0.927107736	0.417243171
EG	32664.789	0.203936512	0.004441029
EG	5444.131	0.083256729	0.000302174
EG	24498.592	0.176614201	0.002884533
EG	81661.972	0.322451938	0.017554707
EG	16332.394	0.144204889	0.001570141
EG	5444.131	0.083256729	0.000302174
EG	62607.512	0.282337316	0.011784291
EG	65329.578	0.288409782	0.012561126
EG	8166.197	0.101968255	0.000555129
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	29942.723	0.195254344	0.003897631
EG	51719.249	0.256614483	0.008847939
EG	157879.813	0.448351225	0.047190405
EG	68051.644	0.294357001	0.013354319
EG	2722.066	0.058871403	0.000106835
EG	43553.052	0.235485601	0.006837411
EG	10888.263	0.1177428	0.000854676
EG	5444.131	0.083256729	0.000302174
EG	76217.841	0.311518168	0.015828828
EG	48997.183	0.249770196	0.008158691
EG	106160.564	0.367651776	0.02602008
EG	10888.263	0.1177428	0.000854676
EG	2722.066	0.058871403	0.000106835
EG	19054.460	0.155759083	0.001978603
EG	5444.131	0.083256729	0.000302174
EG	5444.131	0.083256729	0.000302174
EG	27220.657	0.186167712	0.003378405
EG	5444.131	0.083256729	0.000302174
EG	19054.460	0.155759083	0.001978603
EG	2722.066	0.058871403	0.000106835
EG	8166.197	0.101968255	0.000555129
EG	10888.263	0.1177428	0.000854676
EG	62607.512	0.282337316	0.011784291
EG	32664.789	0.203936512	0.004441029
EG	10888.263	0.1177428	0.000854676
EG	163323.945	0.456015905	0.049652211
EG	16332.394	0.144204889	0.001570141
EG	21776.526	0.166513465	0.00241739
EG	27220.657	0.186167712	0.003378405
EG	24498.592	0.176614201	0.002884533
EG	27220.657	0.186167712	0.003378405
EG	40830.986	0.228007952	0.006206526
EG	19054.460	0.155759083	0.001978603
EG	8166.197	0.101968255	0.000555129
EG	277650.706	0.594571996	0.110055556
EG	68051.644	0.294357001	0.013354319
EG	108882.630	0.372335427	0.02702724
EG	81661.972	0.322451938	0.017554707
EG	2722.066	0.058871403	0.000106835
EG	2722.066	0.058871403	0.000106835
EG	5444.131	0.083256729	0.000302174
EG	149713.616	0.436601988	0.043576842
EG	5444.131	0.083256729	0.000302174
EG	78939.907	0.317032193	0.016684328
